,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special,Acceleration,Aggression,Agility,Balance,Ball control,Composure,Crossing,Curve,Dribbling,Finishing,Free kick accuracy,GK diving,GK handling,GK kicking,GK positioning,GK reflexes,Heading accuracy,Interceptions,Jumping,Long passing,Long shots,Marking,Penalties,Positioning,Reactions,Short passing,Shot power,Sliding tackle,Sprint speed,Stamina,Standing tackle,Strength,Vision,Volleys,CAM,CB,CDM,CF,CM,ID,LAM,LB,LCB,LCM,LDM,LF,LM,LS,LW,LWB,Preferred Positions,RAM,RB,RCB,RCM,RDM,RF,RM,RS,RW,RWB,ST
7808,K. Madu,21,https://cdn.sofifa.org/48/18/players/236313.png,Nigeria,https://cdn.sofifa.org/flags/133.png,67,75,SV Zulte-Waregem,https://cdn.sofifa.org/24/18/teams/15005.png,€975K,€7K,1841,78,68,73,76,64,65,67,58,71,46,29,6,9,14,9,11,61,63,75,65,65,61,39,62,62,67,70,62,76,70,65,74,64,61,65.0,65.0,65.0,64.0,65.0,236313,65.0,66.0,65.0,65.0,65.0,64.0,66.0,63.0,66.0,66.0,LB ,65.0,66.0,65.0,65.0,65.0,64.0,66.0,63.0,66.0,66.0,63.0
7809,Y. Konno,34,https://cdn.sofifa.org/48/18/players/173337.png,Japan,https://cdn.sofifa.org/flags/163.png,67,67,Gamba Osaka,https://cdn.sofifa.org/24/18/teams/112093.png,€230K,€7K,1620,38,70,59,63,57,76,57,30,46,53,31,11,12,9,15,14,70,66,66,69,59,65,29,44,56,75,46,67,44,55,67,71,67,39,58.0,66.0,66.0,54.0,62.0,173337,58.0,61.0,66.0,62.0,66.0,54.0,55.0,54.0,54.0,60.0,CB CM CDM ,58.0,61.0,66.0,62.0,66.0,54.0,55.0,54.0,54.0,60.0,54.0
7810,L. Trotter,28,https://cdn.sofifa.org/48/18/players/178713.png,England,https://cdn.sofifa.org/flags/14.png,67,67,AFC Wimbledon,https://cdn.sofifa.org/24/18/teams/112259.png,€750K,€6K,1865,65,76,57,66,67,63,61,54,65,62,50,15,11,11,16,16,65,65,75,66,61,50,71,65,66,67,67,56,63,67,65,79,67,58,65.0,65.0,65.0,65.0,66.0,178713,65.0,63.0,65.0,66.0,65.0,65.0,65.0,65.0,64.0,63.0,CDM CAM CM ,65.0,63.0,65.0,66.0,65.0,65.0,65.0,65.0,64.0,63.0,65.0
7811,S. Brandy,32,https://cdn.sofifa.org/48/18/players/191257.png,Germany,https://cdn.sofifa.org/flags/21.png,67,67,DSC Arminia Bielefeld,https://cdn.sofifa.org/24/18/teams/159.png,€600K,€6K,1751,73,74-6,72,68,65-1,68,66,60,66-2,64-3,55,7,7,16,11,7,60,22,84,56,59-1,22,49,67,66-1,66,71,31,77,80,31,74,64+1,61,66.0,46.0,50.0,66.0,61.0,191257,66.0,50.0,46.0,61.0,50.0,66.0,67.0,66.0,67.0,53.0,RM ST ,66.0,50.0,46.0,61.0,50.0,66.0,67.0,66.0,67.0,53.0,66.0
7812,E. Soriano,28,https://cdn.sofifa.org/48/18/players/207898.png,Germany,https://cdn.sofifa.org/flags/21.png,67,67,Korona Kielce,https://cdn.sofifa.org/24/18/teams/111083.png,€800K,€5K,1670,71,58,66,78,61,66,48,59,65,67,45,9,11,9,15,12,68,23,74,51,54,26,61,70,61,55,69,19,76,88,21,77,41,62,59.0,43.0,45.0,63.0,54.0,207898,59.0,46.0,43.0,54.0,45.0,63.0,62.0,66.0,62.0,48.0,ST ,59.0,46.0,43.0,54.0,45.0,63.0,62.0,66.0,62.0,48.0,66.0
7813,M. Smedberg-Dalence,33,https://cdn.sofifa.org/48/18/players/156698.png,Bolivia,https://cdn.sofifa.org/flags/53.png,67,67,IFK Göteborg,https://cdn.sofifa.org/24/18/teams/319.png,€475K,€5K,1816,55,63,58,54,64,73,78,77,58,51,73,14,11,10,14,12,50,51,31,70,67,44,66,64,68,68,79,54,66,79,59,78,75,55,65.0,57.0,63.0,64.0,67.0,156698,65.0,61.0,57.0,67.0,63.0,64.0,66.0,62.0,64.0,63.0,RM ,65.0,61.0,57.0,67.0,63.0,64.0,66.0,62.0,64.0,63.0,62.0
7814,P. Kirkevold,26,https://cdn.sofifa.org/48/18/players/227866.png,Norway,https://cdn.sofifa.org/flags/36.png,67,70,Hobro IK,https://cdn.sofifa.org/24/18/teams/112425.png,€975K,€8K,1697,64,77,58,55,64,61,64,63,62,67,67,14,6,13,11,16,64,26,61,49,61,20,60,67,63,62,70,26,63,81,27,82,56,58,62.0,45.0,49.0,64.0,58.0,227866,62.0,48.0,45.0,58.0,49.0,64.0,63.0,66.0,63.0,51.0,ST ,62.0,48.0,45.0,58.0,49.0,64.0,63.0,66.0,63.0,51.0,66.0
7815,M. Baudry,29,https://cdn.sofifa.org/48/18/players/183066.png,France,https://cdn.sofifa.org/flags/18.png,67,67,Doncaster Rovers,https://cdn.sofifa.org/24/18/teams/142.png,€600K,€7K,1505,65,60,63,45,55,68,33,31,60,28,36,12,8,6,12,6,72,66,68,57,29,67,40,28,61,61,43,67,50,69,66,70,44,27,50.0,66.0,62.0,48.0,54.0,183066,50.0,61.0,66.0,54.0,62.0,48.0,51.0,48.0,49.0,60.0,CDM CB ,50.0,61.0,66.0,54.0,62.0,48.0,51.0,48.0,49.0,60.0,48.0
7816,M. Sivakow,29,https://cdn.sofifa.org/48/18/players/191002.png,Belarus,https://cdn.sofifa.org/flags/6.png,67,68,Amkar Perm,https://cdn.sofifa.org/24/18/teams/110234.png,€675K,€13K,1756,32,63,54,50,68,58,56,61,59,51,54,10,13,10,16,14,69,60,67,65,70,67,53,65,65,68,71,64,32,55,70,76,64,64,62.0,66.0,65.0,61.0,65.0,191002,62.0,60.0,66.0,65.0,65.0,61.0,58.0,61.0,58.0,60.0,CDM CB ,62.0,60.0,66.0,65.0,65.0,61.0,58.0,61.0,58.0,60.0,61.0
7817,O. Occéan,35,https://cdn.sofifa.org/48/18/players/152603.png,Canada,https://cdn.sofifa.org/flags/70.png,67,67,Odds BK,https://cdn.sofifa.org/24/18/teams/1456.png,€350K,€3K,1704,53,71,65,65,62,68,56,53,57,64,41,6,15,12,9,15,73,40,84,34,61,23,69,66,66,64,75,25,62,74,34,90,60,60,61.0,51.0,50.0,63.0,57.0,152603,61.0,49.0,51.0,57.0,50.0,63.0,60.0,66.0,61.0,51.0,ST ,61.0,49.0,51.0,57.0,50.0,63.0,60.0,66.0,61.0,51.0,66.0
7818,J. Nikolaou,23,https://cdn.sofifa.org/48/18/players/238619.png,Germany,https://cdn.sofifa.org/flags/21.png,67,72,Würzburger FV,https://cdn.sofifa.org/24/18/teams/110197.png,€875K,€1K,1620,61,83,58,60,54,48,40,53,38,24,56,12,10,5,7,12,58,64,78,61,26,66,57,21,62,65,41,71,63,68,71,83,57,35,49.0,69.0,66.0,45.0,55.0,238619,49.0,63.0,69.0,55.0,66.0,45.0,50.0,44.0,46.0,61.0,CB CDM ,49.0,63.0,69.0,55.0,66.0,45.0,50.0,44.0,46.0,61.0,44.0
7819,C. Tasoulis,26,https://cdn.sofifa.org/48/18/players/226076.png,Greece,https://cdn.sofifa.org/flags/22.png,67,68,RC Lens,https://cdn.sofifa.org/24/18/teams/64.png,€725K,€6K,1803,75,63,68,70,64,68-1,69-1,56,65,51,58,10,14,12,11,11,56,62,60,67-1,61,64,53,57,58,65-1,63,66,73,73,63,66,59,40,62.0,63.0,64.0,62.0,63.0,226076,62.0,66.0,63.0,63.0,64.0,62.0,65.0,60.0,63.0,66.0,LB ,62.0,66.0,63.0,63.0,64.0,62.0,65.0,60.0,63.0,66.0,60.0
7820,F. González,30,https://cdn.sofifa.org/48/18/players/176924.png,Argentina,https://cdn.sofifa.org/flags/52.png,67,67,Puebla,https://cdn.sofifa.org/24/18/teams/110152.png,€725K,€6K,1691,72,56,73,68,71,62,66,59,69,65,35,14,7,10,10,12,63,46,75,59,63,20,65,68,61,64,68,22,63,64,24,74,65,40,66.0,45.0,51.0,67.0,62.0,176924,66.0,49.0,45.0,62.0,51.0,67.0,66.0,66.0,67.0,52.0,ST ,66.0,49.0,45.0,62.0,51.0,67.0,66.0,66.0,67.0,52.0,66.0
7821,M. Falzerano,26,https://cdn.sofifa.org/48/18/players/204061.png,Italy,https://cdn.sofifa.org/flags/27.png,67,68,F.B.C. Unione Venezia,https://cdn.sofifa.org/24/18/teams/205.png,€900K,€4K,1758,85,55,82,93,69,60,60,57,70,55,47,16,15,12,13,13,31,54,61,58,54,26,51,62,68,61,61,52,87,64,58,56,54,58,64.0,51.0,56.0,65.0,61.0,204061,64.0,59.0,51.0,61.0,56.0,65.0,66.0,61.0,67.0,61.0,LM CM RW ,64.0,59.0,51.0,61.0,56.0,65.0,66.0,61.0,67.0,61.0,61.0
7822,W. Kamavuaka,27,https://cdn.sofifa.org/48/18/players/205085.png,DR Congo,https://cdn.sofifa.org/flags/110.png,67,69,SV Darmstadt 98,https://cdn.sofifa.org/24/18/teams/110502.png,€750K,€13K,1706,66,81,52,52,60,59,53,47,52,33,50,13,8,8,12,15,69,69,69,54,46,65,53,31,67,60,65,72,69,75,71,78,49,42,53.0,70.0,66.0,53.0,57.0,205085,53.0,67.0,70.0,57.0,66.0,53.0,55.0,54.0,53.0,65.0,CB CDM ,53.0,67.0,70.0,57.0,66.0,53.0,55.0,54.0,53.0,65.0,54.0
7823,M. Rosales,25,https://cdn.sofifa.org/48/18/players/215325.png,Argentina,https://cdn.sofifa.org/flags/52.png,67,70,Bahía Blanca,https://cdn.sofifa.org/24/18/teams/110398.png,€800K,€9K,1639,68,59,60,62,57,61,65,57,61,31,35,14,12,12,12,10,60,55,63,58,33,64,41,50,59,62,43,74,70,85,71,58,45,33,54.0,63.0,62.0,53.0,57.0,215325,54.0,66.0,63.0,57.0,62.0,53.0,59.0,51.0,56.0,66.0,LB RB ,54.0,66.0,63.0,57.0,62.0,53.0,59.0,51.0,56.0,66.0,51.0
7824,A. Gabr,30,https://cdn.sofifa.org/48/18/players/226077.png,Egypt,https://cdn.sofifa.org/flags/111.png,67,67,,https://cdn.sofifa.org/flags/111.png,€0,€0,1498,65,66,63,60,41,65,34,34,42,25,22,14,7,14,8,7,60,62,66,66,42,68,24,22,53,57,56,75,62,66,71,78,35,33,44.0,66.0,61.0,42.0,50.0,226077,44.0,61.0,66.0,50.0,61.0,42.0,46.0,45.0,43.0,58.0,CB ,44.0,61.0,66.0,50.0,61.0,42.0,46.0,45.0,43.0,58.0,45.0
7825,M. Guanini,21,https://cdn.sofifa.org/48/18/players/228893.png,Argentina,https://cdn.sofifa.org/flags/52.png,67,75,Gimnasia y Esgrima La Plata,https://cdn.sofifa.org/24/18/teams/101084.png,€975K,€7K,1373,32,70,49,47,38,41,34,34,32,18,32,15,10,10,6,8,74,69,46,49,21,64,49,26,64,52,39,65,33,73,66,85,32,31,37.0,66.0,60.0,36.0,46.0,228893,37.0,57.0,66.0,46.0,60.0,36.0,39.0,40.0,35.0,54.0,CB ,37.0,57.0,66.0,46.0,60.0,36.0,39.0,40.0,35.0,54.0,40.0
7826,J. Brix-Damborg,31,https://cdn.sofifa.org/48/18/players/164637.png,Denmark,https://cdn.sofifa.org/flags/13.png,67,67,Hobro IK,https://cdn.sofifa.org/24/18/teams/112425.png,€525K,€7K,1734,49,82,59,74,59,61,56,64,45,23,62,7,6,11,8,7,55,62,72,59,57,55,50,57,71,66,60,63,56,88,65,79,66,41,57.0,65.0,66.0,54.0,62.0,164637,57.0,63.0,65.0,62.0,66.0,54.0,57.0,52.0,54.0,63.0,CM CDM ,57.0,63.0,65.0,62.0,66.0,54.0,57.0,52.0,54.0,63.0,52.0
7827,Martínez,24,https://cdn.sofifa.org/48/18/players/234781.png,Spain,https://cdn.sofifa.org/flags/45.png,67,73,FC Barcelona B,https://cdn.sofifa.org/24/18/teams/110704.png,€900K,€4K,1466,59,66,49,57,39,59,33,33,43,35,32,12,8,6,8,6,72,65,70,36,27,65,47,32,58,53,44,69,56,68,71,75,40,32,43.0,66.0,58.0,44.0,47.0,234781,43.0,60.0,66.0,47.0,58.0,44.0,45.0,47.0,43.0,57.0,CB ,43.0,60.0,66.0,47.0,58.0,44.0,45.0,47.0,43.0,57.0,47.0
7828,M. de los Santos,24,https://cdn.sofifa.org/48/18/players/239645.png,Uruguay,https://cdn.sofifa.org/flags/60.png,67,73,CD Los Millionarios Bogota,https://cdn.sofifa.org/24/18/teams/101105.png,€900K,€3K,1400,55,74,48,51,38,58,32,24,35,18,22,13,7,9,13,7,67,68,76,42,25,66,34,24,60,48,42,61,62,68,67,80,37,27,39.0,66.0,58.0,39.0,45.0,239645,39.0,58.0,66.0,45.0,58.0,39.0,42.0,41.0,39.0,55.0,CB ,39.0,58.0,66.0,45.0,58.0,39.0,42.0,41.0,39.0,55.0,41.0
7829,F. Farnolle,32,https://cdn.sofifa.org/48/18/players/195357.png,Benin,https://cdn.sofifa.org/flags/99.png,67,67,Evkur Yeni Malatyaspor,https://cdn.sofifa.org/24/18/teams/113259.png,€450K,€7K,1048,39,39,27,21,18,48,18,12,9,10,15,67,64,66,68,64,12,24,62,23,10,11,18,15,66,29,16,14,45,35,17,82,21,11,,,,,,195357,,,,,,,,,,,GK ,,,,,,,,,,,
7830,M. Lorenz,28,https://cdn.sofifa.org/48/18/players/211742.png,Germany,https://cdn.sofifa.org/flags/21.png,67,67,Karlsruher SC,https://cdn.sofifa.org/24/18/teams/1832.png,€775K,€1K,1829,74,71,71,73,64,59,72,75,65,49,71,15,7,7,6,9,57,52,71,70,57,46,54,61,62,67,73,53,75,71,51,61,68,51,65.0,57.0,60.0,64.0,64.0,211742,65.0,60.0,57.0,64.0,60.0,64.0,66.0,62.0,65.0,62.0,LM ,65.0,60.0,57.0,64.0,60.0,64.0,66.0,62.0,65.0,62.0,62.0
7831,M. Polaček,27,https://cdn.sofifa.org/48/18/players/229662.png,Slovakia,https://cdn.sofifa.org/flags/43.png,67,68,Zagłębie Lubin,https://cdn.sofifa.org/24/18/teams/110749.png,€600K,€4K,1094,39,16,34,28,19,28,19,11,13,19,17,68,61,78,68,63,14,23,50,21,17,16,18,17,65,27,24,18,44,31,18,75,51,12,,,,,,229662,,,,,,,,,,,GK ,,,,,,,,,,,
7832,Oswaldinato,33,https://cdn.sofifa.org/48/18/players/230430.png,Brazil,https://cdn.sofifa.org/flags/54.png,67,67,Avaí Futebol Clube,https://cdn.sofifa.org/24/18/teams/111976.png,€300K,€10K,1831,55,64,47,60,71,61,71,61,72,66,55,13,13,7,8,1,56,63,55,77,75,62,56,55,64,61,81,64,56,72,64,81,62,63,65.0,64.0,66.0,65.0,67.0,230430,65.0,64.0,64.0,67.0,66.0,65.0,66.0,66.0,65.0,65.0,CM CDM ,65.0,64.0,64.0,67.0,66.0,65.0,66.0,66.0,65.0,65.0,66.0
7833,H. Kanazono,28,https://cdn.sofifa.org/48/18/players/232478.png,Japan,https://cdn.sofifa.org/flags/163.png,67,67,Hokkaido Consadole Sapporo,https://cdn.sofifa.org/24/18/teams/112444.png,€800K,€4K,1456,61,52,48,53,62,57,23,27,56,68,24,14,8,14,6,8,71,17,72,25,71,23,56,70,66,59,64,15,62,53,21,80,45,62,58.0,41.0,40.0,62.0,50.0,232478,58.0,39.0,41.0,50.0,40.0,62.0,55.0,66.0,58.0,40.0,ST ,58.0,39.0,41.0,50.0,40.0,62.0,55.0,66.0,58.0,40.0,66.0
7834,R. Azeez,24,https://cdn.sofifa.org/48/18/players/211231.png,Nigeria,https://cdn.sofifa.org/flags/133.png,67,73,CD Lugo,https://cdn.sofifa.org/24/18/teams/110831.png,€900K,€5K,1809,73,70,73,83,70,64,49,53,60,37,46,8,7,14,10,11,53,69,92,63,60,52,58,49,54,70,73,63,79,87,70,47,65,41,62.0,63.0,66.0,60.0,65.0,211231,62.0,66.0,63.0,65.0,66.0,60.0,63.0,56.0,60.0,66.0,CAM CM CDM ,62.0,66.0,63.0,65.0,66.0,60.0,63.0,56.0,60.0,66.0,56.0
7835,Marcelo Djaló,23,https://cdn.sofifa.org/48/18/players/220191.png,Spain,https://cdn.sofifa.org/flags/45.png,67,73,Fulham,https://cdn.sofifa.org/24/18/teams/144.png,€900K,€19K,1325,41,67,28,32,52,37,24,30,39,22,30,9,13,15,11,12,65,58,61,29,19,69,32,28,52,32,61,66,52,56,77,90,28,25,36.0,66.0,55.0,39.0,40.0,220191,36.0,55.0,66.0,40.0,55.0,39.0,38.0,44.0,36.0,52.0,CB ,36.0,55.0,66.0,40.0,55.0,39.0,38.0,44.0,36.0,52.0,44.0
7836,Eneko Capilla,22,https://cdn.sofifa.org/48/18/players/225567.png,Spain,https://cdn.sofifa.org/flags/45.png,67,74,Real Sociedad,https://cdn.sofifa.org/24/18/teams/457.png,€1.1M,€14K,1609,69,46,73,74,66,66,50,67,74,60,61,11,13,12,9,7,41,21,49,62,55,40,59,58,60,70,49,47,59,37,45,43,72,50,66.0,44.0,50.0,64.0,61.0,225567,66.0,48.0,44.0,61.0,50.0,64.0,63.0,58.0,64.0,50.0,CM CAM ,66.0,48.0,44.0,61.0,50.0,64.0,63.0,58.0,64.0,50.0,58.0
7837,J. North,35,https://cdn.sofifa.org/48/18/players/172063.png,Australia,https://cdn.sofifa.org/flags/195.png,67,67,Brisbane Roar,https://cdn.sofifa.org/24/18/teams/111395.png,€180K,€3K,1646,63,64,60,55,53,68,53,24,39,47,52,13,10,6,13,10,62,68,74,53,48,63,42,50,61,62,60,65,64,74,66,78,45,49,52.0,66.0,62.0,52.0,55.0,172063,52.0,63.0,66.0,55.0,62.0,52.0,54.0,55.0,52.0,62.0,CB ,52.0,63.0,66.0,55.0,62.0,52.0,54.0,55.0,52.0,62.0,55.0
7838,F. Kadir,33,https://cdn.sofifa.org/48/18/players/187935.png,Algeria,https://cdn.sofifa.org/flags/97.png,67,67,AD Alcorcón,https://cdn.sofifa.org/24/18/teams/100831.png,€475K,€7K,1742,58,59,65,57,67,71,79,67,70,66,70,10,13,16,13,8,49,49,57,70,67,27,70,65,59,68,74,41,63,42,38,58,68,59,66.0,48.0,54.0,66.0,63.0,187935,66.0,52.0,48.0,63.0,54.0,66.0,66.0,64.0,67.0,55.0,CM LM CAM RM ,66.0,52.0,48.0,63.0,54.0,66.0,66.0,64.0,67.0,55.0,64.0
7839,J. Wójcicki,28,https://cdn.sofifa.org/48/18/players/215584.png,Poland,https://cdn.sofifa.org/flags/37.png,67,67,Cracovia,https://cdn.sofifa.org/24/18/teams/110747.png,€775K,€5K,1777,75,31,75,45,63,57,70,59,64,58,38,7,15,8,11,8,58,56,75,62,61,64,41,59,62,63,56,70,77,81,63,80,62,60,63.0,62.0,62.0,63.0,63.0,215584,63.0,67.0,62.0,63.0,62.0,63.0,66.0,62.0,65.0,67.0,RB RM ,63.0,67.0,62.0,63.0,62.0,63.0,66.0,62.0,65.0,67.0,62.0
7840,F. Cañaveral,28,https://cdn.sofifa.org/48/18/players/221984.png,Colombia,https://cdn.sofifa.org/flags/56.png,67,67,CD Once Caldas Manizales,https://cdn.sofifa.org/24/18/teams/101106.png,€625K,€2K,1830,69,66,63,69,64,59,58,41,64,49,37,11,6,16,13,13,58,55,67,68,67,63,64,61,68,69,71,62,74,80,65,76,65,58,65.0,64.0,66.0,64.0,66.0,221984,65.0,65.0,64.0,66.0,66.0,64.0,65.0,63.0,64.0,65.0,CDM ,65.0,65.0,64.0,66.0,66.0,64.0,65.0,63.0,64.0,65.0,63.0
7841,Manel,25,https://cdn.sofifa.org/48/18/players/235296.png,Spain,https://cdn.sofifa.org/flags/45.png,67,72,Lorca Deportiva CF,https://cdn.sofifa.org/24/18/teams/2026.png,€1M,€14K,1540,54,58,42,52,66,54,38,42,62,68,37,15,9,12,6,5,70,24,67,31,62,25,66,67,59,64,74,28,57,52,33,72,56,67,60.0,45.0,45.0,63.0,54.0,235296,60.0,43.0,45.0,54.0,45.0,63.0,58.0,66.0,60.0,45.0,ST ,60.0,43.0,45.0,54.0,45.0,63.0,58.0,66.0,60.0,45.0,66.0
7842,J. Arvidsson,32,https://cdn.sofifa.org/48/18/players/176928.png,Sweden,https://cdn.sofifa.org/flags/46.png,67,67,IK Sirius,https://cdn.sofifa.org/24/18/teams/113458.png,€425K,€3K,1797,61,66,60,66,62,56,76,70,56,46,70,13,10,7,16,7,63,67,72,64,52,62,62,44,62,64,57,66,62,72,64,73,66,39,59.0,65.0,65.0,57.0,62.0,176928,59.0,66.0,65.0,62.0,65.0,57.0,61.0,56.0,59.0,66.0,LB ,59.0,66.0,65.0,62.0,65.0,57.0,61.0,56.0,59.0,66.0,56.0
7843,M. Mak,25,https://cdn.sofifa.org/48/18/players/207905.png,Poland,https://cdn.sofifa.org/flags/37.png,67,69,Piast Gliwice,https://cdn.sofifa.org/24/18/teams/111086.png,€925K,€5K,1749,81,43,93,77,66,64,63,55,68,63,56,7,15,10,12,13,53,41,84,59,66,36,51,62,61,60,56,41,82,55,38,58,65,59,66.0,48.0,51.0,65.0,60.0,207905,66.0,53.0,48.0,60.0,51.0,65.0,66.0,63.0,67.0,55.0,CAM RM ,66.0,53.0,48.0,60.0,51.0,65.0,66.0,63.0,67.0,55.0,63.0
7844,K. Salazar,21,https://cdn.sofifa.org/48/18/players/231713.png,Colombia,https://cdn.sofifa.org/flags/56.png,67,81,Independiente Santa Fe,https://cdn.sofifa.org/24/18/teams/101104.png,€1.7M,€3K,1568,73,41,73,86,69,60,62,53,71,47,36,6,13,7,10,6,34,25,67,64,53,31,46,61,52,70,46,37,71,69,32,36,71,50,66.0,39.0,49.0,62.0,62.0,231713,66.0,49.0,39.0,62.0,49.0,62.0,66.0,55.0,65.0,53.0,CAM ,66.0,49.0,39.0,62.0,49.0,62.0,66.0,55.0,65.0,53.0,55.0
7845,G. Faivre,30,https://cdn.sofifa.org/48/18/players/170785.png,Switzerland,https://cdn.sofifa.org/flags/47.png,67,67,FC Thun,https://cdn.sofifa.org/24/18/teams/1715.png,€500K,€7K,931,31,24,33,40,17,22,10,11,10,13,11,66,71,62,68,68,10,11,34,18,6,13,17,11,53,34,16,12,40,30,15,52,12,12,,,,,,170785,,,,,,,,,,,GK ,,,,,,,,,,,
7846,D. Hoesen,26,https://cdn.sofifa.org/48/18/players/190497.png,Netherlands,https://cdn.sofifa.org/flags/34.png,67,69,San Jose Earthquakes,https://cdn.sofifa.org/24/18/teams/111928.png,€925K,€8K,1705,74,51,77,63,70,68,52,70,70,62,65,16,13,13,9,9,57,28,69,43,60,25,55,67,68,58,70,28,74,62,28,67,60,72,65.0,43.0,46.0,66.0,58.0,190497,65.0,48.0,43.0,58.0,46.0,66.0,64.0,66.0,66.0,50.0,RM ST ,65.0,48.0,43.0,58.0,46.0,66.0,64.0,66.0,66.0,50.0,66.0
7847,A. Calisir,27,https://cdn.sofifa.org/48/18/players/198178.png,Sweden,https://cdn.sofifa.org/flags/46.png,67,69,Jönköpings Södra IF,https://cdn.sofifa.org/24/18/teams/112130.png,€750K,€2K,1576,60,82,64,61,56,64,48,42,47,25,22,15,7,8,7,8,58,62,88,57,27,71,56,38,55,58,44,68,59,65,66,71,53,28,50.0,66.0,63.0,47.0,54.0,198178,50.0,61.0,66.0,54.0,63.0,47.0,51.0,46.0,49.0,60.0,CB ,50.0,61.0,66.0,54.0,63.0,47.0,51.0,46.0,49.0,60.0,46.0
7848,B. Jopek,23,https://cdn.sofifa.org/48/18/players/209954.png,Germany,https://cdn.sofifa.org/flags/21.png,67,72,Würzburger FV,https://cdn.sofifa.org/24/18/teams/110197.png,€1M,€1K,1813,76,58,79,80,72,66,63,72,71,58,70,9,8,11,11,9,47,56,66,64,65,48,40,60,65,70,71,49,70,68,47,61,68,51,68.0,55.0,60.0,67.0,66.0,209954,68.0,59.0,55.0,66.0,60.0,67.0,68.0,63.0,68.0,62.0,CAM CM ,68.0,59.0,55.0,66.0,60.0,67.0,68.0,63.0,68.0,62.0,63.0
7849,J. Hardeveld,22,https://cdn.sofifa.org/48/18/players/221986.png,Netherlands,https://cdn.sofifa.org/flags/34.png,67,73,Heracles Almelo,https://cdn.sofifa.org/24/18/teams/100634.png,€875K,€5K,1707,66,65,62,58,64,67,60,64,64,29,56,13,6,12,14,6,62,72,69,54,36,63,60,48,63,65,59,70,63,68,69,70,45,32,56.0,67.0,65.0,55.0,58.0,221986,56.0,66.0,67.0,58.0,65.0,55.0,59.0,54.0,56.0,66.0,CB LB ,56.0,66.0,67.0,58.0,65.0,55.0,59.0,54.0,56.0,66.0,54.0
7850,J. Kliment,23,https://cdn.sofifa.org/48/18/players/229154.png,Czech Republic,https://cdn.sofifa.org/flags/12.png,67,74,Brøndby IF,https://cdn.sofifa.org/24/18/teams/269.png,€1.1M,€14K,1668,67,39,73,68,69,63,64,59,69,63,49,14,10,12,10,10,65,32,77,51,55,20,55,64,66,66,68,21,71,64,28,67,60,62,65.0,43.0,47.0,66.0,60.0,229154,65.0,48.0,43.0,60.0,47.0,66.0,65.0,66.0,66.0,51.0,CAM ST ,65.0,48.0,43.0,60.0,47.0,66.0,65.0,66.0,66.0,51.0,66.0
7851,Y. Suzuki,21,https://cdn.sofifa.org/48/18/players/233250.png,Japan,https://cdn.sofifa.org/flags/163.png,67,78,Kashima Antlers,https://cdn.sofifa.org/24/18/teams/101147.png,€1.3M,€7K,1654,71,29,69,64,65,57,55,47,64,68,40,14,5,8,8,8,77,38,74,53,53,18,65,57,64,64,67,25,73,84,45,69,46,67,61.0,47.0,50.0,63.0,59.0,233250,61.0,52.0,47.0,59.0,50.0,63.0,63.0,66.0,63.0,54.0,RM ST ,61.0,52.0,47.0,59.0,50.0,63.0,63.0,66.0,63.0,54.0,66.0
7852,E. Stevens,26,https://cdn.sofifa.org/48/18/players/192546.png,Republic of Ireland,https://cdn.sofifa.org/flags/25.png,67,68,Sheffield United,https://cdn.sofifa.org/24/18/teams/1794.png,€725K,€23K,1709,71,62,67,63,68,70,69,66,65,36,53,9,16,8,7,15,55,64,59,50,34,62,52,57,63,63,57,64,70,75,64,66,55,24,59.0,63.0,63.0,59.0,60.0,192546,59.0,66.0,63.0,60.0,63.0,59.0,63.0,56.0,61.0,66.0,LWB LB ,59.0,66.0,63.0,60.0,63.0,59.0,63.0,56.0,61.0,66.0,56.0
7853,K. Ellis,26,https://cdn.sofifa.org/48/18/players/202787.png,United States,https://cdn.sofifa.org/flags/95.png,67,69,Sporting Kansas City,https://cdn.sofifa.org/24/18/teams/696.png,€775K,€5K,1780,68,66,65,81,64,65,57,54,58,56,51,11,11,12,15,10,62,68,74,63,50,66,44,59,65,66,59,66,69,63,66,69,37,55,58.0,66.0,64.0,59.0,60.0,202787,58.0,65.0,66.0,60.0,64.0,59.0,60.0,61.0,60.0,65.0,CB ,58.0,65.0,66.0,60.0,64.0,59.0,60.0,61.0,60.0,65.0,61.0
7854,T. Ouwejan,21,https://cdn.sofifa.org/48/18/players/229155.png,Netherlands,https://cdn.sofifa.org/flags/34.png,67,74,AZ Alkmaar,https://cdn.sofifa.org/24/18/teams/1906.png,€900K,€5K,1793,66,63,70,70,68,68,66,59,64,39,65,7,12,13,7,12,54,60,59,65,65,64,40,57,66,69,60,63,71,74,66,66,65,48,64.0,63.0,66.0,62.0,65.0,229155,64.0,66.0,63.0,65.0,66.0,62.0,65.0,58.0,63.0,66.0,LB ,64.0,66.0,63.0,65.0,66.0,62.0,65.0,58.0,63.0,66.0,58.0
