SOAAADD12AB018A9DD	TRNCENP12903C9EF3A
SOMUPAQ12A67ADFB74	TRHIKPH128EF348F52
SOMUPAR12AB0184B30	TRUSPKX128F93379EC
SOMUPBW12A58A78817	TRSMXLP128F932850F
SOMUPCO12A8AE47EFF	TRDEBMX128F428CA35
SOMUPCQ12A8C1394D6	TROJDNB128F4272B96
SOMUPEX12A670207E7	TRGNGGX128E0789455
SOMUPIR12AB01839B9	TRDHPVJ12903CB2E25
SOMUPIS12A67ADD62F	TRCRILZ12903CF1D76
SOMUPJP12A8C145B7D	TRAYLIU128F92CD393
SOMUPKW12AB018A744	TRFBZFH12903CBDABB
SOMUPLV12A8C1381C5	TRTFOJD128F425C6F5
SOMUPMA12A6D4FB15F	TRSLBGY128F1491B98
SOMUPMA12A8C144371	TRDDOTQ128F934E251
SOMUPMD12A58A78975	TRFAVUP128F427B4F4
SOMUPMX12A8C13BD0D	TRSMWEO128F92EF888
SOMUPOA12A8C13B449	TRGQFBH128F4280828
SOMUPOD12AF729AD6E	TRWYZWY128F93075F9
SOMUPOU12A8C1409DF	TRGLJOV128F92E3BAB
SOMUPQC12AF72A60C8	TRUNVIH128F427C0E6
SOMUPRD12A8C139BC0	TRILLAU128F42662F2
SOMUPRO12A6D4F87FB	TRTNORG128F1467F05
SOMUPSA12A8C13E4E9	TRSFXXN128F429B00A
SOMUPTF12A81C21667	TRHKJLC128F424FCA6
SOMUPTS12AAA15FB1F	TRIKOCS128F92D432E
SOMUPVD12A8C140B58	TRPICKI128F427D631
SOMUPVF12AB0182551	TRIPYAF128F935ECA4
SOMUPVI12A8AE48975	TRYETNR128F4258231
SOMUPVS12AB017E60C	TRDLPTS128F93002F0
SOMUPVU12A8C13A984	TRRCODZ128F428CCB5
SOMUPZZ12A58A785C3	TRZJUQH128EF363A34
SOMUQBP12A8C138FFA	TRQTQMU128F428EA3A
SOMUQCA12AB018244B	TRTIXBU128F9325D85
SOMUQCI12A8C1346D0	TRKMDNU128F42606A5
SOMUQDD12AB0186FEA	TRWTCGI128F9325FD4
SOMUQEZ12A58A7A3FE	TRJAHSY128F4264CBB
SOMUQFG12A8AE4752C	TRDWVZB128F422F491
SOMUQFS12A6D4F989C	TRCILXV128F147ED05
SOMUQGH12A8C131337	TRMOCCY128F426573F
SOMUQGM12A8C1398B7	TRGMZBN128F42851AA
SOMUQGW12AF72A4D78	TRZYHQC12903CB9603
SOMUQHT12AB0184ED9	TRTQEWA12903CC39EC
SOMUQIZ12A8159E8D2	TRCERJZ128F426A92D
SOMUQKQ12AB01846A3	TRFFVTX128F9327DB6
SOMUQNN12AB018B159	TRZDJAG12903CA8506
SOMUQNT12A8C13239F	TRGMAKN128F4267E35
SOMUQQZ12A8C13AABD	TRXMHBV128F42948AC
SOMUQQZ12AB0187498	TRJEDSE12903CDDDFF
SOMUQSK12AC468F48F	TRDEZLQ12903CEB872
SOMUQTC12A8C13DE7A	TRMZGSK128F42A6694
SOMUQUB12A8C132AD9	TRAJGTJ128F4236AC2
SOMUQVZ12A8C139C31	TRVBMSG128F4274D3B
SOMUQZG12A6D4FCC1F	TRTEUKR128F422B710
SOMUQZT12A8C13A83B	TRPQYJE128F426AC4F
SOMURAT12A6D4FC44A	TRBOQHP128F4228E78
SOMURDS12A8C141FF2	TRKDHYX128F428CCD2
SOMUREF12A81C22102	TRCQOAN128F422F33D
SOMURFJ12A8C138A0F	TRTJDZG128F426B367
SOMURFU12AB0183D9D	TRRAZJT128F9339B38
SOMURIA12AB017E247	TRKBLJN12903CDA929
SOMURJM12A81C2181D	TRWTYWW128F4234997
SOMURJM12A8C137AD8	TRHFGGA128F427116B
SOMURKK12AB018CF77	TRIGNQY12903CBA627
SOMURMI12A8AE4516B	TRSRLJK128F426917E
SOMURNN12AB018B02E	TRUIJPK12903CD2A25
SOMURNY12A6D4F67EF	TRRZLFH128EF35F6C4
SOMURPL12AB017C1B4	TRKRSYY128F92EA079
SOMURQM12AB0189193	TRFXHDB128F9333085
SOMURTO12A58A7BE83	TRJLKGM128F42668C7
SOMURVJ12A58A79E29	TROIUZK12903CBBCF2
SOMURVQ12A67AD741A	TRAILKS128F14A3AC9
SOMURVZ12A8C13BCB5	TRFGZHU128F42905B5
SOMURZR12A8C134CAF	TRECQCS128F930C922
SOMUSBG12AB0186077	TRMTQOI128F932DEB7
SOMUSCK12A6701E30E	TRUDPSC128E0789E78
SOMUSEX12A8C133F87	TRLLBYQ128F424F9BF
SOMUSIC12A58A793EA	TRKOVKM128F933ED00
SOMUSJN12AB01881F9	TRZXEUW12903CE6D56
SOMUSKA12AB017CDC1
SOMUSKJ12AB01813EC	TRTHMQI128F9328FEE
SOMUSKQ12A6D4FA5E5	TRDHQRX128F149E6F4
SOMUSKU12AB017B9E4	TRBCWQF128F92E73F2
SOMUSLE12A8C135DDB	TRXCCUY128F424BE1E
SOMUSLM12A6D4F856A	TRDDIXL128F146DCE6
SOMUSLR12A8C138BF8	TRZIVIT128F4253FAF
SOMUSLR12AF72A27C9	TRYOLEN128F14951C1
SOMUSOR12A6D4FC2AC	TRAKGFU128F14A96C2
SOMUSRA12AF72A792B	TRMVVTT128F427E94D
SOMUSVM12A6D4F9FF9	TRLYDDY128F148A9EF
SOMUSWH12A58A7AC27	TRPVALT128F42AE9B0
SOMUSZJ12AB018A461	TRKWHSY128F935A500
SOMUTBA12A5891FF7C	TRSNJOK12903CA259F
SOMUTDB12A8C143B20	TRBVVTW128F92F2D29
SOMUTDP12AB01886FC	TRCRJZG128F9345AFB
SOMUTEW12A8C1414F7	TRNLSTU128F429C87A
SOMUTHG12A8C137055	TRGICNT12903D0F08E
SOMUTIY12AF729DD11	TRWTIDH128F425B510
SOMUTJN12A6D4FB175	TRXOPOC128F421639A
SOMUTLU12A58A7DFF2	TRVRUJV128F932D207
SOMUTMO12AC95F039C	TRBGMRG12903CFDF53
SOMUTNI12A8C13E874	TRTBYOI128F4245973
SOMUTNU12AB018159D	TRMTJEN128F930AADD
SOMUTRB12A8C13838D	TRADRWP128F4263FF9
SOMUTSD12AF729F0CC	TRXJFNB128F92E7AC6
SOMUTSP12AB01828C2	TRVKBMW128F9336DD4
SOMUTTD12A6D4F8682	TRHVNBK128F14655A2
SOMUTUB12AB0181EC1	TRNXTBZ128F92E4EE6
SOMUTXC12A8C13732D	TRWKYAE128F4263AA2
SOMUTXW12A67ADA230	TRCOJZU128E07994EF
SOMUTZG12AB018D282	TRLRMOX12903CCF5EA
SOMUUAQ12AB0181454	TRAMKKA128F9329009
SOMUUBX12A8AE47993	TRCBWXE128F4241658
SOMUUCP12A8C13CE91	TRIZQWK128F4278D8C
SOMUUCZ12AB017DC82	TROKHTH128F93087D3
SOMUUFK12AB018BFD2	TRVUPQN12903CA55F2
SOMUUHG12AB018B91B	TRGCLTI128F9346D14
SOMUUJE12AB017E015	TRSCSMG128F932BCB7
SOMUUKF12A6D4FAA8F	TRGIFWV128F14A7093
SOMUUKM12A6D4F3DA0	TRGECBV128F1455D90
SOMUUKO12AB017E501	TRSEGQR128F9309016
SOMUUKP12A81C22407	TRDFPZD128F424CF04
SOMUUKY12AAFF40576	TRLYJJS128F92FA6AE
SOMUULD12A6D4FBB30	TRAEUVH128F422559A
SOMUUNK12AB0183AEE	TRAACZN128F93236B1
SOMUUNY12AB01893A0	TROCCMS12903CBECE4
SOMUUOY12A8C1440A4	TRURVQG128F92CD88E
SOMUUPG12A8C13A246	TRSBMJZ128F426F2BA
SOMUURS12A8C13B8F8	TRYMJMD128F427D23F
SOMUUTK12AB018C813	TRULTEP12903CBDFCF
SOMUUUZ12A8C13578C	TRVMWVG128F4244CEB
SOMUUWD12A6D4F7D39	TRFFFVJ12903D0FE01
SOMUUWU12A58A7CCDA	TRCIQAK12903CE9D79
SOMUUXU12A8C133761	TRWOZOM128F4266A9D
SOMUUYW12AB018213E	TRNKHUB128F9359D42
SOMUUZO12AB018D539	TRWTAMQ12903CC1884
SOMUVBF12A5891FFAD	TRPZXJQ128F429E387
SOMUVBQ12A8C13C7CA	TRQWKRF12903CEAB9E
SOMUVCV12A8C1402BB	TROPXGV128F4284E3E
SOMUVDN12A8C13B962	TRRYEVV128F427E9AA
SOMUVEB12AC3DF9821	TRHNXZY12903CF47CE
SOMUVEI12AB0181070	TRYVZQY128F934C0CB
SOMUVFO12A8C143BFD	TRUCEXN128F92C8128
SOMUVGP12AC90712FC	TRWWFDJ12903CF0F8C
SOMUVHW12AB017C4CE	TRUMTES128F92E7485
SOMUVHX12A8C142CE6	TRJWURL128F429E5DD
SOMUVJC12A8A9D68EC	TROFOHN128F421EDA8
SOMUVJI12AB017EB9A	TRLDOIT128F930E6E3
SOMUVKE12AB017B16C	TRILFTS128F92E6DE9
SOMUVKJ12A6D4F8315	TRJDPKB128F1487793
SOMUVLF12A6D4F87C9	TRXGSGL128F14710D9
SOMUVMA12AAF3B1E69	TRCAXPM128F9304211
SOMUVMH12A6701C5FD	TRSFTPR128E079277F
SOMUVNN12AB017E749	TRNRWDN128F930C684
SOMUVON12A8C13E6FE	TRURXJE128F428EDB4
SOMUVPS12A6D4F6952	TRTKLCS128EF357CE1
SOMUVQO12A8C13619F	TRERNRE128F42817C0
SOMUVSZ12AB017EFDD	TRGJIPH128F9340F92
SOMUVTJ12AB0181F04	TRHHQFU128F934408A
SOMUVTK12AB018D3AC	TRYNHQM12903CC2DB3
SOMUVTY12AB0185F10	TRFJDOQ128F934705D
SOMUVUL12A8C13FAA2	TRJTXGM128F92F0615
SOMUVVO12A8C139518	TRGJVND128F428AEF8
SOMUVWF12AB0183797	TRDDFOU128F92E7F4B
SOMUVYK12AC9097204	TRMCNMI12903CEF216
SOMUVYO12AB017C9D3	TRFKXFJ128F92FFF25
SOMUWAG12AB018E0E3	TRIWKQD12903CDE794
SOMUWAY12AB018BC7C	TRCJWEU12903CD5661
SOMUWBW12A8C13C77C	TRSNLIL128F427D98E
SOMUWCN12A8C131B1F	TRFATXB128F426DFD1
SOMUWCT12A6D4F986E	TRKWWIU128F14826FA
SOMUWDY12AB01856FE	TRQBXMT128F933BF14
SOMUWFB12A6D4F9FA8	TRUZTZT128F1497BB6
SOMUWFE12AB01853F0	TRSPTFI128F9350CC1
SOMUWFQ12AB0184608	TRFRCUR12903CE7C0A
SOMUWGN12AC3DF7943	TRGLZTB12903D00DA8
SOMUWGW12A6D4FB259	TRCDJWA128F14A35EA
SOMUWIK12AB0186FFB	TRGOKXQ12903CB2E0C
SOMUWIK12AB0187FF8	TRVOWZV12903CAD41C
SOMUWKB12A6701E3DF	TRPRCBA128E078AAA7
SOMUWKH12AB017EAA8	TRDWBMV128F9331B43
SOMUWMA12A67ADD611	TRAJJDD12903CF2036
SOMUWMT12A6D4F79F1	TRHPTXY128F146089B
SOMUWNL12AB0187913	TRWJTOO128F9354B37
SOMUWQD12A67AD977A	TRNINOF128E0794E22
SOMUWRD12A8C133FBC	TRGBSEP128F425E9A8
SOMUWSO12A6D4FB6DE	TRVICBA128F4227767
SOMUWSV12AB01811C1	TREHAMU128F9321736
SOMUWUF12A8C133C11	TRBIHHA128F424EF2A
SOMUWVB12A8C13A693	TRTUYSU128F9311E65
SOMUWWG12A8C13F7DF	TRHYVUJ128F42BCBF4
SOMUWWK12A6D4F8229	TRLLBYB128F146BDCB
SOMUXBN12A6D4F7B8A	TRQBBWO128F1462570
SOMUXCO12A8C134C2A	TROBTQJ128F4276566
SOMUXER12A8C13AB9F	TRSXREA128F93375E5
SOMUXFT12A6D4F96ED	TRTFMVF128F148D092
SOMUXFU12A8C143C5B	TRFGVGI128F92F324B
SOMUXGU12A6D4F83CD	TRCFIGY128F9303787
SOMUXGX12A6D4F7ADA	TREMTHZ128F1464775
SOMUXHU12A58A775A4	TRTCTEM128F9323B84
SOMUXIA12A8C141716	TRVDLSE128F92F35D3
SOMUXIE12A58A768AD	TRHOBRS128F93083D0
SOMUXIN12AB017F90F	TRTHZPA128F92EB816
SOMUXJK12AC4687FED	TRLPKOO12903D08EA3
SOMUXKI12A8C13810F	TRATATY128F42637A8
SOMUXMC12A8C13516C	TRWWAGN128F425EC2B
SOMUXMW12A8C145823	TRXNNVS128F92EDBB1
SOMUXMY12A6D4FCA73	TRFVZRK128F4226E60
SOMUXNX12A8C1351FB	TRYWOXS128F426E772
SOMUXOB12AB0182A14	TRJTTTP128F9337D3C
SOMUXOM12A58A7D652	TROPYHV128F9329F1D
SOMUXPV12A8C1341E9	TRJKNMD128F425F658
SOMUXQZ12A8C13F670	TRSVCNG128F42B97BB
SOMUXRS12A8C1396C3	TRLEKIN128F427EA56
SOMUXVB12A6D4FAAD0	TRYLBMN128F1499FA9
SOMUXVE12A6D4F6EAB	TRCLBXD128F932472C
SOMUXVY12A58A7CDF0	TRTDAVB128F92F8DE1
SOMUXWH12A8C13F800	TRPZQRZ128F429C2EB
SOMUXWQ12AB017BC9B	TROFFFX128F92F4ABD
SOMUXZR12A679D7E82	TRNCWKN128E079387D
SOMUYBX12AB01863AD	TRIFMHY128F93465CF
SOMUYDW12A67020B4D	TROUVJG128E0790D9B
SOMUYEF12AB017F3F4	TRDZKNN128F9313040
SOMUYFS12A8C133C23	TRRFQWB128F934B6EB
SOMUYFU12AB018795B	TRVTXTP12903CDFF79
SOMUYGI12AB0188633	TRAABDL12903CAABBA
SOMUYJG12AB018A987	TRVYKLP12903CB0495
SOMUYJI12A8C13AE71	TRFKTDC128F4295F8B
SOMUYMH12AB017FE8A	TRPFJNE128F92FDD27
SOMUYQE12A8C138AFD	TRMVQBN128F425D950
SOMUYSF12AAF3B3B7D	TRAVYJA128F92DE84A
SOMUYVB12AB0185236	TRPYALL12903CE18D7
SOMUYWH12A6D4F59B2	TRDEOUK128F14534CF
SOMUYWJ12A81C21EA8	TRTYBIU128F42373C2
SOMUZBR12A8C13041F	TREBIDO128F4266073
SOMUZEL12A8C13BA52	TRBPFUV128F4278575
SOMUZHL12A8C130AFE	TRFAHCT128F92E0645
SOMUZJB12AB017F932	TRJMQOV128F9316B17
SOMUZMK12A58A7B6F0	TROZMZH128F425551C
SOMUZNU12AB0189B5D	TRGFXXE128F933A29B
SOMUZOQ12A6D4FB53B	TRCJFVS128F4218F54
SOMUZOU12A8C134005	TRTEQGH128F4256410
SOMUZPI12A58A7D83C	TRURACJ128F145D1CD
SOMUZPI12A8C1376D2	TRXIJXS128F4262054
SOMUZUC12A58A7F0C3	TRVBAII12903CBC902
SOMUZUT12A58A7A330	TRAWFYX12903CA4766
SOMUZVM12A8C133E66	TRQIICN12903CB5377
SOMUZWG12A8AE4806E	TRYPWQV128F423BB73
SOMUZYZ12A6D4FAADE	TRSIBTQ128F149F05D
SOMUZZD12A8C13A922	TRBEZEU128F4274A13
SOMVAAG12A8C134704	TRZGAQA128F426A7AC
SOMVACB12A6D4FB05A	TRAKOJG128F149D945
SOMVACZ12A58A7811C	TRPEHIB128F1491D3E
SOMVADE12AC468F406	TRMSPGW12903CEA97D
SOMVADG12A8AE48127	TRWODGI128F425BCB5
SOMVADU12AB01836CC	TRWVSOG128F93112A6
SOMVAEE12A8C14144A	TRSBZXQ128F92FE131
SOMVAGA12A8C144EB2	TRPNVTT128F92EA541
SOMVAGD12AAFF408FE	TRELZYJ128F92F6236
SOMVAGR12A67AE1114	TRNLCCY128F932082B
SOMVAGY12A8AE469B8	TRERUQA128F4228A55
SOMVAHH12A6310DA37	TRLFMDT128E07835D3
SOMVAHO12A8C143218	TRFGHQW128F92E2885
SOMVAHR12AB017FB1A	TRRVPQM128F92F140C
SOMVAIC12A8C131B0D	TRUSIGS128F933D2D6
SOMVAMV12A8C141871	TRRHJAL128F92F90A0
SOMVAPT12A6D4F97C4	TRRQZLF128F147F8AF
SOMVASB12AB0182CA3	TRGQIBQ128F933DC6B
SOMVASH12AB017FF92	TRDPGJQ128F932290B
SOMVATR12AB0188299	TRSKMBR128F9345AE7
SOMVATT12A8C13CD1A	TRVSQYL128F429AAEE
SOMVAUB12A6D4F816B	TRYJVRE128F14841FF
SOMVAUS12AB017D665	TRAUARF128F9337BD4
SOMVAXI12AC46887D1	TRTPTVB12903CE9D70
SOMVBAA12A6D4F88C2	TRLHOQR128F148B017
SOMVBAJ12A8C136E37	TRDCUZB128F4267347
SOMVBBO12A6D4F8B4E	TRPSEAE128F1469A4D
SOMVBCE12AB0188D92	TRZPBJJ12903CB64D5
SOMVBCR12A6D4F7D70	TRJYTSZ128F1465778
SOMVBDA12A6D4FA936	TRJHFOB128F4229F3D
SOMVBDI12AB01851A3	TRDUPHG128F932596A
SOMVBFV12AB0181B80	TRLWVTJ128F934E9C8
SOMVBHP12A8C1390F0	TRRONGI128F425DD2F
SOMVBHV12A8C13D0A0	TRZRBFA128F429337C
SOMVBJZ12AB017FA1D	TRFTAIN128F92FC6DD
SOMVBLU12A8AE45459	TRFZAXO128F4237144
SOMVBMP12A8C142ECF	TRNFHLH128F92F1ADE
SOMVBNT12A8C144837	TRGPFMM128F92FE900
SOMVBNZ12AB018AE15	TRGIFFS12903CCD3DF
SOMVBPN12AC468C10F	TRYLTLF12903CFAB2E
SOMVBPR12AB017C04C	TRUNAHX128F92EDF8B
SOMVBSR12AB01838FB	TROWDDV128F932B715
SOMVBVZ12AB017F360	TRYDNWJ128F92E6FC1
SOMVBWF12AB0180492	TRVLKJI128F9327F40
SOMVBZL12AB0184191	TRTMZTE128F93443EB
SOMVCAR12A6D4FBBA7	TRMHXBH128F1495CD8
SOMVCAT12A6D4F7E9D	TRYVDOL128F145B34B
SOMVCBS12AB018B163	TRYNQOD12903CD2102
SOMVCFL12A8C1354BF	TRSGEOZ128F4252491
SOMVCHF12A6D4F6A3A	TRPVDXH128F146A649
SOMVCHL12AB01867CF	TROTCQE12903CC16A8
SOMVCKD12AB0181A37	TRKORNA128F9327B82
SOMVCKH12A6D4F5210	TRRAWHH128EF3560AD
SOMVCKP12A6D4FBD1A	TRJGMRC128F4230E2E
SOMVCKS12A8C13D5A5	TRYUUTR128F427D66C
SOMVCNQ12A8AE47DF0	TRWFOFH128F4240F92
SOMVCOJ12AB0182D5D	TRQDXJX128F92FD3C3
SOMVCPE12A58A7B7F6	TRIMFVM128F9306358
SOMVCPM12A6D4FA173	TRUAIBJ128F14949E2
SOMVCRC12A6D4FBD35	TRPAXEB128F4214C90
SOMVCRD12A58A7EBF4	TRFEYBT128F4265FCE
SOMVCRE12AB017C71A	TRQRPIX12903CAE55F
SOMVCRM12A8C138716	TRYUUZG128F92DF717
SOMVCRS12A8C134B7C	TRLWPBH128F423A88F
SOMVCSK12A8C13307E	TRMCZUJ128F427D282
SOMVCXM12AF72A8369	TRVOAVJ12903CF4302
SOMVCZD12A6D4FD3E4	TROLQLK128F424C5E4
SOMVDAO12A8C13E63F	TRMOKTS128F42AA033
SOMVDCB12AC90971D7	TRQDFRV12903CEF1FF
SOMVDDS12A8C13555F	TRUAVSE128F424DA96
SOMVDEP12A58A7CFBC	TREARIS128F93251E4
SOMVDFU12AC3DF561C	TRUOUIS12903CF8511
SOMVDGG12AB017FD35	TRMVADJ128F93175C3
SOMVDHW12AB018470B	TRBTJKX12903CBBBA5
SOMVDKC12AB0182B5D	TRLYZHH128F934C4F7
SOMVDKU12A8C1417E8	TRLLSCW128F92E1251
SOMVDNI12A6D4FD23A	TRPIZLE128F42267D4
SOMVDOX12A8C13E532	TRGFSWE128F42969F0
SOMVDPV12A58A77BA0	TRMPIEI128F92E02AB
SOMVDQD12A8C1377EE	TRMONET12903CF7631
SOMVDRX12A8C14216B	TRKIGYD128F92CAEB7
SOMVDTF12A81C2175A	TRYBRCY128F424FE7C
SOMVDWV12A670202F6	TRQAJRI128E0785143
SOMVDXP12A8C13A0D9	TREUFLH128F4263862
SOMVDYN12A8C135777	TRQVTFP12903CCEE67
SOMVDZX12A67ADA635	TRYIPBU128F92D2217
SOMVEAW12AB0185F4F	TRWQASX128F93428D2
SOMVECE12A8C131335	TRAYJFZ128F424ED48
SOMVECT12AB0182654	TRTTBKH128F92E3EC5
SOMVEDA12AB01828B2	TRUQRBV128F9314CF5
SOMVEDR12A8C134EBF	TREPQXL128F4242DED
SOMVEGS12AB017D6A0	TRTAMAJ128F930C0F6
SOMVEJO12A6D4F854D	TRKVNZZ128F1464C18
SOMVELR12A8C140F35	TRKDRRZ128F427EF8E
SOMVEMK12AB017D97A
SOMVEPW12AB0182E14	TRPFJFR12903CDD67E
SOMVERS12A8C14502A	TRTODDB128F92EF2ED
SOMVESI12AB0181D54	TRDAHRQ128F934AFCF
SOMVETH12AB018B6B8	TRXSAVA12903CC823E
SOMVETX12A8C132866	TRGOKQT128F423BC46
SOMVEVM12AB01855C6	TRDXDBB128F931C99C
SOMVEVZ12A6D4F9B1A	TRTPZKU128F14821EA
SOMVEXI12A8C133221	TRXHTPJ128F4259736
SOMVEYT12A8C1341E8	TRPPYFC128F4242893
SOMVEZC12A8AE4572D	TRYMODM128F423C0DF
SOMVEZX12AF72A9CA6	TRBNUSB128F425759C
SOMVFDD12A8C13E7A5	TRFYTJB128F42A0C4F
SOMVFEG12AB017DE44	TRYZTPI12903CDDCDB
SOMVFGI12B34F1ED18	TRQJGBQ128F145257E
SOMVFKH12A6310E0BC	TRQRFHK128E0782B0F
SOMVFPI12AAF3B4CB0	TRRIVTA128F92DF218
SOMVFRA12AB017F585	TRBEXMN128F932664B
SOMVFSJ12A58A7C1A3	TRIIDQH12903CB24E0
SOMVFSM12AB017F44C	TRKQELA128F9303BAE
SOMVFVT12A6310DB19	TRVVGEP128E0783AEE
SOMVFYF12A6D4F889C	TRHJSJG128F1469153
SOMVFYP12A67020C99	TRUMPEC128E0793274
SOMVFYR12A8C13BEE0	TRKYDWY128F4278EAF
SOMVFZN12A67AD9395	TRXSZPS128EF33E61D
SOMVFZN12A8C13C43E	TRTNXHL128F4271B50
SOMVGAT12A8C13F72A	TRLARDU128F42AE21A
SOMVGBF12A8C133E08	TRPQAAD128F42646EB
SOMVGBV12A6D4F8B89	TRYESCS128F146E7CE
SOMVGDY12A8C139A34	TRGSYCE128F4285710
SOMVGGK12A58A7BD65
SOMVGGY12B34F26757	TRCUIAT128F426531A
SOMVGHF12AC4689C93	TRYNAAY12903CDF08C
SOMVGIB12AB017F30E	TRDPBNA128F932685C
SOMVGJL12AC3DF6F61	TROFVMI12903CF89DB
SOMVGKL12A8C137EF4	TRQPCOS128F426C7ED
SOMVGKQ12A8C1397CB	TRJOEKN128F428B89E
SOMVGKU12A8C145C7E	TRCFGUP128F92F90DE
SOMVGLF12AB017D6E8	TRUOJZV128F92F8CBB
SOMVGPP12AB01870E1	TRJFQJN128F9342C6A
SOMVGQX12A81C22861	TRFASDM128F931B9E0
SOMVGRV12AB01887D0	TRTWRXN12903CBF8D0
SOMVGSA12A8C13E6A4	TRUFUSU128F42AD013
SOMVGSE12A8C138279	TRDHCVK128F428D64E
SOMVGSS12AB0185B2A	TRXHKGC128F93383C2
SOMVGSZ12A8C1369BE	TRZTWCH128F92F8F50
SOMVGUS12A58A7D1A1	TRCMORO128F428211C
SOMVGVR12A8C1358B5	TRIHFXE128F4259810
SOMVGWH12A8C13EA4C	TRGMEZW128F428CBF9
SOMVGYP12AF729E379	TRKDGYI128F933AD8B
SOMVGZU12A8AE45B80	TRTDOSI128F4257C16
SOMVHBD12AB0184387	TRDEBJB128F932CDBE
SOMVHCO12A81C2386C	TRGCNBH128F4234ED4
SOMVHDG12AB017D7FB	TRFHMBF128F9309CFC
SOMVHHP12A6D4F7BA4	TRAZBFB128F1472FA6
SOMVHHP12A8C1413F8	TRDAQKC128F42B79E0
SOMVHIE12AB017D9FC	TRJQUNO128F9314EDF
SOMVHKG12AB017F605	TRADGGY128F9307F17
SOMVHMU12AB0187870	TRWHGLD12903CB23FA
SOMVHOA12A8C13EA80	TREMXAJ12903CA5BCF
SOMVHOL12A58A7938A	TRLJPXY128F425F178
SOMVHQC12A81C20A00	TRNKQCS128F424A3A4
SOMVHQV12AB017CA6A	TRTEIYW128F4291CE0
SOMVHSV12AB017EDA0	TRHHWLL12903CDF87D
SOMVHUE12A8C13F4E4	TRHVWRT128F42ADFF9
SOMVHUF12A8C136EEA	TRGCSZO128F4262287
SOMVHUW12AB0182792	TRWNKRR128F92E89CB
SOMVHWE12A6D4F8358	TRWAGKD128F1486303
SOMVHXV12A81C22486	TROEZHE128F4256431
SOMVHYP12AB01864F3	TREZTSN128F92FF870
SOMVHYR12AB0181630	TRFPCJP128F9326044
SOMVHYV12AB01805DB	TREYLLX128F9344E4C
SOMVHZC12A8C141BAF	TRQJDXG128F92C5429
SOMVHZD12AB018D27E	TRTGHYF12903CD2759
SOMVHZH12A8C1385BF	TRYXILD128F4288EE2
SOMVIBK12AB01855E1	TRVMZRX128F9334A41
SOMVIDD12A6D4F94C1	TROIBUZ128F1489124
SOMVIDP12AB01842BB	TRIROJT128F9329333
SOMVIES12AB0185B78	TROTWNU12903CBFC09
SOMVIHA12AB018790B	TRJZZTS128F933B29C
SOMVIIU12AB017D094	TRGOPRM128F9340A93
SOMVIJG12A6D4F8617	TRLSMFL128F1465513
SOMVIJS12A8AE45EB9	TRUJKGO128F4234F1A
SOMVIJY12A8C13B9CE	TRTJFGO12903C952D8
SOMVIKK12A58A798CB	TRJHOVI128F425CF60
SOMVIKL12A8C1406FC	TRJILKH128F92D36A0
SOMVIKU12AB0182FA5	TRESIVP128F9344DF6
SOMVILU12A8C13E77D	TRETOZV128F92D18A1
SOMVIMD12A8C1346C7	TRCQDFG128F424330B
SOMVINU12A8C133213	TRTCSOZ128F4259730
SOMVIOV12A6D4F719A	TRCRUFT128F14629ED
SOMVIPX12A6D4F91E4	TRINWJN128F14651C8
SOMVIQI12B0B8093A8	TRGIVTB128F14A2180
SOMVIRK12AB017DB7E	TRAYOVJ128F9308833
SOMVISB12A8C13F79F	TRVXYRO128F428FA03
SOMVISQ12A6D4F2B2C	TRHPRGP128EF355E21
SOMVITE12AB0181012	TRBVYQG128F9324526
SOMVIVB12AB01888EA	TRLADRG12903CE91BC
SOMVIYJ12A670209E6	TRMDXYZ128E0793785
SOMVIZG12AB018CCF0	TRVQHGE12903CD04AE
SOMVIZQ12A8AE47E36	TRBWGLT128F423B1DA
SOMVJAF12A81355B6F	TRJPRNH128F4231AA3
SOMVJBF12AC468E010	TRAJUXW12903D11234
SOMVJBK12AB018456B	TRUJHBA128F9327BFF
SOMVJBV12A6D4F5E54	TRDMXXS128F148606F
SOMVJCF12A8C1391D6	TRPAAHG128F4260A39
SOMVJCI12AB018C086	TRNDIHB12903CAD722
SOMVJES12A8C13C317	TROYSAD128F42A5790
SOMVJHA12AB0187FFE	TRFDRKE12903CB6795
SOMVJIT12A6702010F	TRYSSUO128E0785052
SOMVJJS12B34F33048	TRMIMNU12903CFB6DC
SOMVJLQ12AB018A0DE	TRWSRLH12903CA04ED
SOMVJLZ12AC3DF49BA	TRUVDCR12903CE96F8
SOMVJME12AC9097657	TRBBQHJ12903CF13D7
SOMVJNM12A6D4F8360	TRUHVFC128F1469CBF
SOMVJNO12AB018808F	TRKCLFN12903CE707C
SOMVJOF12A8C13744D	TRZZEGX128F4253965
SOMVJOH12A8C1398A4	TRPNXMF128F4266362
SOMVJQR12A58A7AEAA	TRGSUOL128F92FFD3A
SOMVJQR12A6D4F79D0	TRKKNSM128F1455A7D
SOMVJQX12B0B808236	TRQPGOJ128F92D21D2
SOMVJWC12A6BD52907	TRCKIJN128EF34B33B
SOMVJZQ12A58A7D6AC	TRZYTWJ128F42581CB
SOMVKCV12A6D4FBFBA	TRJJAPQ128F4216B17
SOMVKDS12AF72A4705	TRVNRVD128E0793B35
SOMVKDZ12A8C135B57	TRKQQTO128F4259322
SOMVKDZ12AB0183F30	TRCVYKZ128F93040ED
